misra1,misra2,poet
بارے سرشک سرخ کے داغوں سے رات کو,بستر پر اپنے سوتے تھے ہم بھی بچھائے گل,Meer Taqi Meer
آ عندلیب صلح کریں جنگ ہو چکی,لے اے زباں دراز تو سب کچھ سوائے گل,Meer Taqi Meer
گلچیں سمجھ کے چنیو کہ گلشن میں میرؔ کے,لخت جگر پڑے ہیں نہیں برگ ہائے گل,Meer Taqi Meer
مشکل ہے ہونا روکش رخسار کی جھلک کے,ہم تو بشر ہیں اس جا پر جلتے ہیں ملک کے,Meer Taqi Meer
مرتا ہے کیوں تو ناحق یاری برادری پر,دنیا کے سارے ناتے ہیں جیتے جی تلک کے,Meer Taqi Meer
کہتے ہیں گور میں بھی ہیں تین روز بھاری,جاویں کدھر الٰہی مارے ہوئے فلک کے,Meer Taqi Meer
لاتے نہیں نظر میں غلطانی گہر کو,ہم معتقد ہیں اپنے آنسو ہی کی ڈھلک کے,Meer Taqi Meer
کل اک مژہ نچوڑے طوفان نوح آیا,فکر فشار میں ہوں میرؔ آج ہر پلک کے,Meer Taqi Meer
دل و دماغ ہے اب کس کو زندگانی کا,جو کوئی دم ہے تو افسوس ہے جوانی کا,Meer Taqi Meer
اگرچہ عمر کے دس دن یہ لب رہے خاموش,سخن رہے گا سدا میری کم زبانی کا,Meer Taqi Meer
سبک ہے آوے جو مندیل رکھ نماز کو شیخ,رہا ہے کون سا اب وقت سرگرانی کا,Meer Taqi Meer
ہزار جان سے قربان بے پری کے ہیں,خیال بھی کبھو گزرا نہ پرفشانی کا,Meer Taqi Meer
پھرے ہے کھینچے ہی تلوار مجھ پہ ہر دم تو,کہ صید ہوں میں تری دشمنی جانی کا,Meer Taqi Meer
نمود کر کے وہیں بحر غم میں بیٹھ گیا,کہے تو میرؔ بھی اک بلبلا تھا پانی کا,Meer Taqi Meer
کس شام سے اٹھا تھا مرے دل میں درد سا,سو ہو چلا ہوں پیشتر از صبح سرد سا,Meer Taqi Meer
بیٹھا ہوں جوں غبار ضعیف اب وگرنہ میں,پھرتا رہا ہوں گلیوں میں آوارہ گرد سا,Meer Taqi Meer
قصد طریق عشق کیا سب نے بعد قیس,لیکن ہوا نہ ایک بھی اس رہ نورد سا,Meer Taqi Meer
حاضر یراق بے مزگی کس گھڑی نہیں,معشوق کچھ ہمارا ہے عاشق نبرد سا,Meer Taqi Meer
کیا میرؔ ہے یہی جو ترے در پہ تھا کھڑا,نمناک چشم و خشک لب و رنگ زرد سا,Meer Taqi Meer
وہ دیکھنے ہمیں ٹک بیماری میں نہ آیا,سو بار آنکھیں کھولیں بالیں سے سر اٹھایا,Meer Taqi Meer
گلشن کے طائروں نے کیا بے مروتی کی,یک برگ گل قفس میں ہم تک نہ کوئی لایا,Meer Taqi Meer
بے ہیچ اس کا غصہ یارو بلائے جاں ہے,ہرگز منا نہ ہم سے بہتیرا ہی منایا,Meer Taqi Meer
قد بلند اگرچہ بے لطف بھی نہیں ہے,سرو چمن میں لیکن اندازہ وہ نہ پایا,Meer Taqi Meer
نقشہ عجب ہے اس کا نقاش نے ازل کے,مطبوع ایسا چہرہ کوئی نہ پھر بنایا,Meer Taqi Meer
شب کو نشے میں باہم تھی گفتگوئے درہم,اس مست نے جھنکایا یعنی بہت جھکایا,Meer Taqi Meer
دل بستگی میں کھلنا اس کا نہ اس سے دیکھا,بخت نگوں کو ہم نے سو بار آزمایا,Meer Taqi Meer
عاشق جہاں ہوا ہے بے ڈھنگیاں ہی کی ہیں,اس میرؔ بے خرد نے کب ڈھب سے دل لگایا,Meer Taqi Meer
غلط ہے عشق میں اے بوالہوس اندیشہ راحت کا,رواج اس ملک میں ہے درد و داغ و رنج و کلفت کا,Meer Taqi Meer
زمیں اک صفحۂ تصویر بیہوشاں سے مانا ہے,یہ مجلس جب سے ہے اچھا نہیں کچھ رنگ صحبت کا,Meer Taqi Meer
جہاں جلوے سے اس محبوب کے یکسر لبالب ہے,نظر پیدا کر اول پھر تماشا دیکھ قدرت کا,Meer Taqi Meer
ہنوز آوارۂ لیلیٰ ہے جان رفتہ مجنوں کی,موئے پر بھی رہا ہوتا نہیں وابستہ الفت کا,Meer Taqi Meer
حریف بے جگر ہے صبر ورنہ کل کی صحبت میں,نیاز و ناز کا جھگڑا گرو تھا ایک جرأت کا,Meer Taqi Meer
نگاہ یاس بھی اس صید افگن پر غنیمت ہے,نہایت تنگ ہے اے صید بسمل وقت فرصت کا,Meer Taqi Meer
خرابی دل کی اس حد ہے کہ یہ سمجھا نہیں جاتا,کہ آبادی بھی یاں تھی یا کہ ویرانہ تھا مدت کا,Meer Taqi Meer
نگاہ مست نے اس کی لٹائی خانقہ ساری,پڑا ہے برہم اب تک کارخانہ زہد و طاعت کا,Meer Taqi Meer
قدم ٹک دیکھ کر رکھ میرؔ سر دل سے نکالے گا,پلک سے شوخ تر کانٹا ہے صحرائے محبت کا,Meer Taqi Meer
کیا کہیں اپنی اس کی شب کی بات,کہیے ہووے جو کچھ بھی ڈھب کی بات,Meer Taqi Meer
اب تو چپ لگ گئی ہے حیرت سے,پھر کھلے گی زبان جب کی بات,Meer Taqi Meer
نکتہ دانان رفتہ کی نہ کہو,بات وہ ہے جو ہووے اب کی بات,Meer Taqi Meer
کس کا روئے سخن نہیں ہے ادھر,ہے نظر میں ہماری سب کی بات,Meer Taqi Meer
ظلم ہے قہر ہے قیامت ہے,غصے میں اس کے زیر لب کی بات,Meer Taqi Meer
کہتے ہیں آگے تھا بتوں میں رحم,ہے خدا جانیے یہ کب کی بات,Meer Taqi Meer
گو کہ آتش‌ زباں تھے آگے میرؔ,اب کی کہیے گئی وہ تب کی بات,Meer Taqi Meer
یار میرا بہت ہے یار فریب,مکر ہے عہد سب قرار فریب,Meer Taqi Meer
راہ رکھتے ہیں اس کے دام سے صید,ہے بلا کوئی وہ شکار فریب,Meer Taqi Meer
عہدے سے نکلیں کس طرح عاشق,ایک ادا اس کی ہے ہزار فریب,Meer Taqi Meer
التفات زمانہ پر مت جا,میرؔ دیتا ہے روزگار فریب,Meer Taqi Meer
مر مر گئے نظر کر اس کے برہنہ تن میں,کپڑے اتارے ان نے سر کھینچے ہم کفن میں,Meer Taqi Meer
گل پھول سے کب اس بن لگتی ہیں اپنی آنکھیں,لائی بہار ہم کو زورآوری چمن میں,Meer Taqi Meer
اب لعل نو خط اس کے کم بخشتے ہیں فرحت,قوت کہاں رہے ہے یاقوتی کہن میں,Meer Taqi Meer
یوسف عزیز دلا جا مصر میں ہوا تھا,پاکیزہ گوہروں کی عزت نہیں وطن میں,Meer Taqi Meer
دیر و حرم سے تو تو ٹک گرم ناز نکلا,ہنگامہ ہو رہا ہے اب شیخ و برہمن میں,Meer Taqi Meer
آ جاتے شہر میں تو جیسے کہ آندھی آئی,کیا وحشتیں کیا ہیں ہم نے دوان پن میں,Meer Taqi Meer
ہیں گھاؤ دل پر اپنے تیغ زباں سے سب کی,تب درد ہے ہمارے اے میرؔ ہر سخن میں,Meer Taqi Meer
مجھ سا بیتاب ہووے جب کوئی,بے قراری کو جانے تب کوئی,Meer Taqi Meer
ہاں خدا مغفرت کرے اس کو,صبر مرحوم تھا عجب کوئی,Meer Taqi Meer
جان دے گو مسیح پر اس سے,بات کہتے ہیں تیرے لب کوئی,Meer Taqi Meer
بعد میرے ہی ہو گیا سنسان,سونے پایا تھا ورنہ کب کوئی,Meer Taqi Meer
اس کے کوچے میں حشر تھے مجھ تک,آہ و نالہ کرے نہ اب کوئی,Meer Taqi Meer
ایک غم میں ہوں میں ہی عالم میں,یوں تو شاداں ہے اور سب کوئی,Meer Taqi Meer
نا سمجھ یوں خفا بھی ہوتا ہے,مجھ سے مخلص سے بے سبب کوئی,Meer Taqi Meer
اور محزوں بھی ہم سنے تھے ولے,میرؔ سا ہو سکے ہے کب کوئی,Meer Taqi Meer
کہ تلفظ طرب کا سن کے کہے,شخص ہوگا کہیں طرب کوئی,Meer Taqi Meer
کہتے ہیں بہار آئی گل پھول نکلتے ہیں,ہم کنج قفس میں ہیں دل سینوں میں جلتے ہیں,Meer Taqi Meer
اب ایک سی بے ہوشی رہتی نہیں ہے ہم کو,کچھ دل بھی سنبھلتے ہیں پر دیر سنبھلتے ہیں,Meer Taqi Meer
وہ تو نہیں اک چھینٹا رونے کا ہوا گاہے,اب دیدۂ تر اکثر دریا سے ابلتے ہیں,Meer Taqi Meer
ان پاؤں کو آنکھوں سے ہم ملتے رہے جیسا,افسوس سے ہاتھوں کو اب ویسا ہی ملتے ہیں,Meer Taqi Meer
کیا کہیے کہ اعضا سب پانی ہوئے ہیں اپنے,ہم آتش ہجراں میں یوں ہی پڑے گلتے ہیں,Meer Taqi Meer
کرتے ہیں صفت جب ہم لعل لب جاناں کی,تب کوئی ہمیں دیکھے کیا لعل اگلتے ہیں,Meer Taqi Meer
گل پھول سے بھی اپنے دل تو نہیں لگتے ٹک,جی لوگوں کے بے جاناں کس طور بہلتے ہیں,Meer Taqi Meer
ہیں نرم صنم گو نہ کہنے کے تئیں ورنہ,پتھر ہیں انھوں کے دل کاہے کو پگھلتے ہیں,Meer Taqi Meer
اے گرم سفر یاراں جو ہے سو سر رہ ہے,جو رہ سکو رہ جاؤ اب میرؔ بھی چلتے ہیں,Meer Taqi Meer
کیا کہیں آتش ہجراں سے گلے جاتے ہیں,چھاتیاں سلگیں ہیں ایسی کہ جلے جاتے ہیں,Meer Taqi Meer
گوہر گوش کسو کا نہیں جی سے جاتا,آنسو موتی سے مرے منہ پہ ڈھلے جاتے ہیں,Meer Taqi Meer
یہی مسدود ہے کچھ راہ وفا ورنہ بہم,سب کہیں نامہ و پیغام چلے جاتے ہیں,Meer Taqi Meer
بار حرمان و گل و داغ نہیں اپنے ساتھ,شجر باغ وفا پھولے پھلے جاتے ہیں,Meer Taqi Meer
حیرت عشق میں تصویر سے رفتہ ہی رہے,ایسے جاتے ہیں جو ہم بھی تو بھلے جاتے ہیں,Meer Taqi Meer
ہجر کی کوفت جو کھینچے ہیں انہیں سے پوچھو,دل دیے جاتے ہیں جی اپنے ملے جاتے ہیں,Meer Taqi Meer
یاد قد میں ترے آنکھوں سے بہیں ہیں جوئیں,گر کسو باغ میں ہم سرو تلے جاتے ہیں,Meer Taqi Meer
دیکھیں پیش آوے ہے کیا عشق میں اب تو جوں سیل,ہم بھی اس راہ میں سر گاڑے چلے جاتے ہیں,Meer Taqi Meer
پر غبارئ جہاں سے نہیں سدھ میرؔ ہمیں,گرد اتنی ہے کہ مٹی میں رلے جاتے ہیں,Meer Taqi Meer
کیا کیا بیٹھے بگڑ بگڑ تم پر ہم تم سے بنائے گئے,چپکے باتیں اٹھائے گئے سر گاڑے وہ ہیں آئے گئے,Meer Taqi Meer
اٹھے نقاب جہاں سے یا رب جس سے تکلف بیچ میں ہے,جب نکلے اس راہ سے ہو کر منہ تم ہم سے چھپائے گئے,Meer Taqi Meer
کب کب تم نے سچ نہیں مانیں جھوٹی باتیں غیروں کی,تم ہم کو یوں ہی جلائے گئے وے تم کو وہ ہیں لگائے گئے,Meer Taqi Meer
صبح وہ آفت اٹھ بیٹھا تھا تم نے نہ دیکھا صد افسوس,کیا کیا فتنے سر جوڑے پلکوں کے سائے سائے گئے,Meer Taqi Meer
اللہ رے یہ دیدہ درائی ہوں نہ مکدر کیونکے ہم,آنکھیں ہم سے ملائے گئے پھر خاک میں ہم کو ملائے گئے,Meer Taqi Meer
آگ میں غم کی ہو کے گدازاں جسم ہوا سب پانی سا,یعنی بن ان شعلہ رخوں کے خوب ہی ہم بھی تائے گئے,Meer Taqi Meer
ٹکڑے ٹکڑے کرنے کی بھی حد ایک آخر ہوتی ہے,کشتے اس کی تیغ ستم کے گور تئیں کب لائے گئے,Meer Taqi Meer
خضر جو مل جاتا ہے گاہے آپ کو بھولا خوب نہیں,کھوئے گئے اس راہ کے ورنہ کاہے کو پھر پائے گئے,Meer Taqi Meer
مرنے سے کیا میرؔ جی صاحب ہم کو ہوش تھے کیا کریے,جی سے ہاتھ اٹھائے گئے پر اس سے دل نہ اٹھائے گئے,Meer Taqi Meer
بیتابیوں میں تنگ ہم آئے ہیں جان سے,وقت شکیب خوش کہ گیا درمیان سے,Meer Taqi Meer
داغ فراق و حسرت‌ وصل آرزوئے دید,کیا کیا لیے گئے ترے عاشق جہان سے,Meer Taqi Meer
ہم خامشوں کا ذکر تھا شب اس کی بزم میں,نکلا نہ حرف خیر کسو کی زبان سے,Meer Taqi Meer
آب خضر سے بھی نہ گئی سوزش جگر,کیا جانیے یہ آگ ہے کس دودمان سے,Meer Taqi Meer
جز عشق جنگ دہر سے مت پڑھ کہ خوش ہیں ہم,اس قصے کی کتاب میں اس داستان سے,Meer Taqi Meer
آنے کا اس چمن میں سبب بیکلی ہوئی,جوں برق ہم تڑپ کے گرے آشیان سے,Meer Taqi Meer
اب چھیڑ یہ رکھی ہے کہ عاشق ہے تو کہیں,القصہ خوش گزرتی ہے اس بد گمان سے,Meer Taqi Meer
کینے کی میرے تجھ سے نہ چاہے گا کوئی داد,میں کہہ مروں گا اپنے ہر اک مہربان سے,Meer Taqi Meer
داغوں سے ہے چمن جگر میرؔ دہر میں,ان نے بھی گل چنے بہت اس گلستان سے,Meer Taqi Meer
مشہور چمن میں تری گل پیرہنی ہے,قرباں ترے ہر عضو پہ نازک بدنی ہے,Meer Taqi Meer
عریانیٔ آشفتہ کہاں جائے پس از مرگ,کشتہ ہے ترا اور یہی بے کفنی ہے,Meer Taqi Meer
سمجھے ہے نہ پروانہ نہ تھامے ہے زباں شمع,وہ سوختنی ہے تو یہ گردن زدنی ہے,Meer Taqi Meer
لیتا ہی نکلتا ہے مرا لخت جگر اشک,آنسو نہیں گویا کہ یہ ہیرے کی کنی ہے,Meer Taqi Meer
بلبل کی کف خاک بھی اب ہوگی پریشاں,جامے کا ترے رنگ ستم گر چمنی ہے,Meer Taqi Meer
کچھ تو ابھر اے صورت شیریں کہ دکھاؤں,فرہاد کے ذمے بھی عجب کوہ کنی ہے,Meer Taqi Meer
ہوں گرم سفر شام غریباں سے خوشی ہوں,اے صبح وطن تو تو مجھے بے وطنی ہے,Meer Taqi Meer
ہر چند گدا ہوں میں ترے عشق میں لیکن,ان بو الہوسوں میں کوئی مجھ سا بھی غنی ہے,Meer Taqi Meer
ہر اشک مرا ہے در شہوار سے بہتر,ہر لخت جگر رشک عقیق یمنی ہے,Meer Taqi Meer
بگڑی ہے نپٹ میرؔ تپش اور جگر میں,شاید کہ مرے جی ہی پر اب آن بنی ہے,Meer Taqi Meer
بھلا ہوگا کچھ اک احوال اس سے یا برا ہوگا,مآل اپنا ترے غم میں خدا جانے کہ کیا ہوگا,Meer Taqi Meer
تفحص فائدہ ناصح تدارک تجھ سے کیا ہوگا,وہی پاوے گا میرا درد دل جس کا لگا ہوگا,Meer Taqi Meer
کسو کو شوق یا رب بیش اس سے اور کیا ہوگا,قلم ہاتھ آ گئی ہوگی تو سو سو خط لکھا ہوگا,Meer Taqi Meer
دکانیں حسن کی آگے ترے تختہ ہوئی ہوں گی,جو تو بازار میں ہوگا تو یوسف کب بکا ہوگا,Meer Taqi Meer
معیشت ہم فقیروں کی سی اخوان زماں سے کر,کوئی گالی بھی دے تو کہہ بھلا بھائی بھلا ہوگا,Meer Taqi Meer
خیال اس بے وفا کا ہم نشیں اتنا نہیں اچھا,گماں رکھتے تھے ہم بھی یہ کہ ہم سے آشنا ہوگا,Meer Taqi Meer
قیامت کر کے اب تعبیر جس کو کرتی ہے خلقت,وہ اس کوچے میں اک آشوب سا شاید ہوا ہوگا,Meer Taqi Meer
عجب کیا ہے ہلاک عشق میں فرہاد و مجنوں کے,محبت روگ ہے کوئی کہ کم اس سے جیا ہوگا,Meer Taqi Meer
